ID,category_encoded,status_encoded,density_score,category_frequency,is_pending,risk_signal,Latitude,Longitude
317,3,2,0.2255668444650729,497,1,0.5353401066790437,23.256970721680187,77.4111600689257
318,3,2,0.3182200298411951,497,1,0.590932017904717,23.260389614565444,77.41581564643897
319,1,1,0.2956071617343117,425,0,0.177364297040587,23.259950692017597,77.41368113130885
320,2,0,0.09621182266679025,311,0,0.05772709360007415,23.259118241772804,77.40737040327406
321,3,2,0.11129121805200395,497,1,0.4667747308312024,23.25819873414396,77.4082489227941
322,1,1,0.3865218356763127,425,0,0.2319131014057876,23.26182521080465,77.41325965636713
323,2,1,0.2388229289147308,311,0,0.14329375734883848,23.26104641809685,77.41354529101065
324,1,2,0.1928942182888022,425,1,0.5157365309732813,23.260863220829982,77.41072750835156
325,2,2,0.1511720073694781,311,1,0.4907032044216869,23.259126717568073,77.40956039418595
326,3,1,0.0248040683491463,497,0,0.01488244100948778,23.258819558508016,77.41884730412683
327,0,1,0.37966669559889876,214,0,0.22780001735933925,23.258788475067,77.41100460685527
328,0,1,0.4256305196628511,214,0,0.25537831179771064,23.259377643716387,77.41364535078036
329,3,2,0.45041668014026304,497,1,0.6702500080841578,23.2613389268579,77.41306058195266
330,1,1,0.462244164553737,425,0,0.2773464987322422,23.261406593040142,77.4129547587018
331,0,2,0.23133716032122265,214,1,0.5388022961927336,23.260369261431084,77.41006938698341
332,0,2,0.13624462879323976,214,1,0.4817467772759439,23.263466781843295,77.41384373034573
333,1,2,0.05407993647961822,425,1,0.43244796188777096,23.26425253675347,77.4132933693174
334,1,1,0.2565856733261116,425,0,0.15395140399566695,23.258299626393622,77.41098283177418
335,0,2,0.3982094567387853,214,1,0.6389256740432712,23.259724047239676,77.41306052749867
336,2,1,0.34532334241589435,311,0,0.20719400544953662,23.26040870262986,77.41578971388478
337,1,1,0.11275248069813011,425,0,0.06765148841887807,23.26139814219941,77.41562637393173
338,1,1,0.6329777162734274,425,0,0.3797866297640564,23.25831356793653,77.4122228881974
339,0,1,0.3371455872583823,214,0,0.20228735235502937,23.25941046462146,77.4123158887372
340,0,1,0.3006353090035156,214,0,0.18038118540210935,23.25843745042769,77.41459670841192
341,4,2,0.258001843521695,153,1,0.554801106113017,23.261573102110525,77.41142652200725
342,3,2,0.5185931204395826,497,1,0.7111558722637497,23.259245330098807,77.41233474215554
343,2,2,0.2090197803602847,311,1,0.5254118682161708,23.26135277099132,77.41252897522266
344,1,1,0.057243262013717565,425,0,0.03434595720823054,23.25525522052221,77.41203285129014
345,3,2,0.29074782709415525,497,1,0.5744486962564932,23.259495877457866,77.41516178041
346,3,2,0.14388550637940184,497,1,0.4863313038276411,23.257444839885913,77.41527846606778
347,1,1,0.2597977893835761,425,0,0.15587867363014565,23.26134509424317,77.41227534870008
348,2,1,0.04503143106291223,311,0,0.027018858637747337,23.255584264062655,77.41449781363126
349,2,1,0.2616333054986235,311,0,0.1569799832991741,23.26196973708021,77.41414751322286
350,3,2,0.13410702729993218,497,1,0.48046421637995934,23.256308272274573,77.41195356711147
351,1,1,0.16298215561696275,425,0,0.09778929337017765,23.26227088959042,77.41078581746599
352,3,0,0.24872599876166862,497,0,0.14923559925700117,23.26023562444304,77.41467092110926
353,2,2,0.21336344002442004,311,1,0.528018064014652,23.263010346706384,77.41365712531349
354,3,1,0.15286923990756268,497,0,0.0917215439445376,23.257311097511575,77.41064668635155
355,1,0,0.07786324303695413,425,0,0.04671794582217248,23.25649092445726,77.41541077901451
356,0,2,0.3959417021080524,214,1,0.6375650212648314,23.259562561598884,77.41172864112009
357,1,1,0.1753583677724414,425,0,0.10521502066346484,23.26257124030063,77.40993000230414
358,3,1,0.5967122909019859,497,0,0.3580273745411915,23.25840140960147,77.41226261466693
359,0,2,0.20921227043437107,214,1,0.5255273622606227,23.262772338376696,77.41546067665172
360,2,1,0.21421884867823718,311,0,0.1285313092069423,23.26016001872013,77.41541567075437
361,3,0,0.13646478401517595,497,0,0.08187887040910556,23.258796198525037,77.40970236312751
362,1,2,0.12285222144945172,425,1,0.47371133286967104,23.25913465956508,77.4080700516508
363,3,2,0.16862868179293083,497,1,0.5011772090757585,23.26059066269901,77.40963866107744
364,3,2,0.3910393124261467,497,1,0.634623587455688,23.260606465555345,77.41488148626921
365,1,1,0.14216844438690704,425,0,0.08530106663214422,23.258804632437673,77.40871313330918
366,2,1,0.17955013376527978,311,0,0.10773008025916787,23.25870908528337,77.40813180450465
367,3,2,0.3306754223219205,497,1,0.5984052533931523,23.259652016519382,77.41485739507215
368,1,1,0.2590271046052185,425,0,0.15541626276313109,23.25947171942943,77.41411487411467
369,4,1,0.19605747648809213,153,0,0.11763448589285527,23.25760069098065,77.41454686812835
370,1,1,0.5561255447274498,425,0,0.3336753268364699,23.259150557748804,77.41234906240527
371,3,2,0.2555634789821484,497,1,0.553338087389289,23.2621192701136,77.41286295581442
372,1,2,0.11291469874242392,425,1,0.46774881924545436,23.25657148293062,77.41250311704646
373,0,2,0.18512847961316561,214,1,0.5110770877678994,23.25758822224553,77.41181776884302
374,2,2,0.3237222228905174,311,1,0.5942333337343104,23.260323844728276,77.41570353453862
375,3,2,0.35729699121159,497,1,0.614378194726954,23.259151497228125,77.41069250958849
376,0,1,0.22286246076461924,214,0,0.13371747645877155,23.258044658683183,77.41409582175379
377,1,1,0.4843697757886984,425,0,0.290621865473219,23.258152033019552,77.41213948334325
378,1,2,0.417401309208198,425,1,0.6504407855249188,23.259200812049183,77.41361287109079
379,4,2,0.11537374006868244,153,1,0.4692242440412095,23.258388550204547,77.40952669840418
380,3,2,0.29000420161637525,497,1,0.5740025209698252,23.2580359031892,77.41132392021822
381,1,1,0.1187343265221861,425,0,0.07124059591331165,23.259738183675857,77.41627714517655
382,0,1,0.16555927750583843,214,0,0.09933556650350306,23.263091755266498,77.41543431146029
383,2,1,0.11534883474383009,311,0,0.06920930084629805,23.258353632817723,77.41590330091589
384,0,2,0.22422002234573288,214,1,0.5345320134074397,23.259862627296165,77.4113366524064
385,1,2,0.22098404532433744,425,1,0.5325904271946025,23.257604448993227,77.41385087676979
386,3,2,0.3709635984486235,497,1,0.6225781590691741,23.25950851975153,77.41451419067226
387,1,1,0.3195146330912818,425,0,0.19170877985476908,23.26203190053355,77.41394542477016
388,1,1,0.43472971892510137,425,0,0.26083783135506083,23.261151360472724,77.41138418765428
389,2,2,0.3218646185917884,311,1,0.593118771155073,23.2597476358522,77.41465945129791
390,3,2,0.3841547705243147,497,1,0.6304928623145888,23.262202443626077,77.41245410416767
391,1,1,0.5456012343184743,425,0,0.32736074059108455,23.261556054634635,77.41299826265156
392,2,2,0.19520636243539172,311,1,0.517123817461235,23.257559506957623,77.41067364001103
393,1,2,0.376352211202129,425,1,0.6258113267212774,23.26054058406685,77.41473321526557
394,1,2,0.24268903034924996,425,1,0.54561341820955,23.262454536437517,77.41029310296453
395,2,0,0.0843661178721005,311,0,0.0506196707232603,23.25684932953452,77.40905462110909
396,2,2,0.20143488976823196,311,1,0.5208609338609392,23.260865785866898,77.4128096758116
397,0,2,0.40848080819194255,214,1,0.6450884849151656,23.260505872258193,77.41475544076667
398,2,1,0.533460365390019,311,0,0.32007621923401136,23.259810874222723,77.4125292422971
399,2,2,0.32602709770671545,311,1,0.5956162586240292,23.25822720267033,77.41497281313595
400,2,2,0.23759844417271653,311,1,0.54255906650363,23.25979870640623,77.4135018210207
401,2,2,0.16355054445484193,311,1,0.4981303266729052,23.27190500482592,77.42741543276267
402,0,2,0.09037985829972718,214,1,0.45422791497983633,23.2655781921003,77.42825793774938
403,3,2,0.7988601179314995,497,1,0.8793160707588996,23.269747337229035,77.43244360267143
404,1,2,0.5653135018836186,425,1,0.7391881011301712,23.27154857741232,77.42891465212713
405,2,2,0.2544276886225778,311,1,0.5526566131735466,23.269572165948873,77.43023910330085
406,3,1,0.21653246735867282,497,0,0.12991948041520368,23.269033071337233,77.42784914015671
407,1,1,0.18607595430282334,425,0,0.111645572581694,23.268874910493356,77.4297274439968
408,3,2,0.34447546335736307,497,1,0.6066852780144179,23.26772419517782,77.43220152681324
409,1,1,0.22521341804390377,425,0,0.13512805082634224,23.272385931577453,77.42889657311865
410,1,0,0.3446425907911578,425,0,0.20678555447469466,23.27032424335533,77.4301367124417
411,4,1,0.21997822767312672,153,0,0.13198693660387603,23.27190154778058,77.43205386318958
412,3,2,0.1516707355080745,497,1,0.4910024413048447,23.267518582594317,77.43178733339381
413,1,1,0.2232833177091599,425,0,0.13396999062549594,23.27147449552175,77.4285054963084
414,3,1,0.171319405661821,497,0,0.1027916433970926,23.267294499742075,77.42809796813508
415,3,1,0.08775898625429039,497,0,0.052655391752574235,23.2687410658169,77.43422360595969
416,3,0,0.24267189926916785,497,0,0.1456031395615007,23.27102022346776,77.43132511021048
417,1,1,0.1386419815886982,425,0,0.08318518895321891,23.268873418020902,77.42747494340482
418,3,2,0.11742252830243292,497,1,0.47045351698145976,23.26769778118629,77.43414568645481
419,2,0,0.2439446896083119,311,0,0.14636681376498714,23.271682527053095,77.43146334537961
420,2,2,0.06253304402349594,311,1,0.4375198264140976,23.27253964194255,77.42501480877658
421,2,1,0.22700567168451777,311,0,0.13620340301071066,23.271081271506755,77.43175091830699
422,3,2,0.3780767644703649,497,1,0.626846058682219,23.27077638677602,77.4293063009367
423,4,1,0.2507428312579839,153,0,0.15044569875479033,23.271677095602996,77.42828962773093
424,1,1,0.30333441962552565,425,0,0.18200065177531538,23.271197475134336,77.43155840623365
425,4,1,0.16353625569231997,153,0,0.09812175341539198,23.27268833536965,77.43104074163294
426,2,2,0.25943054524793946,311,1,0.5556583271487637,23.270158788885873,77.43250103957004
427,3,0,0.32374614211791397,497,0,0.19424768527074837,23.26939381812059,77.42820829167819
428,2,2,0.29610077545600666,311,1,0.577660465273604,23.269154967624083,77.42906173517012
429,3,1,0.6177071454511035,497,0,0.3706242872706621,23.27054418730711,77.4309683585119
430,1,0,0.06722652707780577,425,0,0.04033591624668346,23.27113057391948,77.43486028572151
431,2,1,0.3971640595200494,311,0,0.23829843571202963,23.27098115766991,77.42898738822467
432,3,1,0.33100532534920796,497,0,0.19860319520952477,23.26769741395969,77.43244757288626
433,3,2,0.21943520433982425,497,1,0.5316611226038945,23.268946750375445,77.42863260570623
434,1,2,0.2688547309892377,425,1,0.5613128385935426,23.27020032311378,77.43204671104024
435,1,1,0.198600918520257,425,0,0.11916055111215419,23.268795170437613,77.43055749283825
436,1,2,0.31525282152457584,425,1,0.5891516929147456,23.270523802950276,77.42928662482173
437,3,2,0.061837191448590144,497,1,0.43710231486915413,23.26507382945737,77.4285115147317
438,0,2,0.30861755728675844,214,1,0.585170534372055,23.270295215835695,77.43159104094731
439,2,0,0.09824003754771443,311,0,0.05894402252862865,23.26646510231097,77.42816880653058
440,3,1,0.3381021904322902,497,0,0.2028613142593741,23.269300438728592,77.43164352206655
441,0,2,0.4868151208557532,214,1,0.6920890725134519,23.270776188222214,77.43037263105917
442,2,1,0.1356203307219156,311,0,0.08137219843314936,23.26946895103027,77.43320591516627
443,2,1,0.32175227404951345,311,0,0.19305136442970808,23.270776808006502,77.42873937420308
444,1,1,0.29500350351838006,425,0,0.17700210211102804,23.270210058035957,77.42901167501081
445,3,1,0.2676855475444816,497,0,0.16061132852668894,23.26984374741831,77.42888226047664
446,3,2,0.2635506974580396,497,1,0.5581304184748238,23.27264574059631,77.42988706538812
447,1,2,0.29320837587665627,425,1,0.5759250255259938,23.26822848137149,77.42989580367566
448,2,1,0.16781609518569834,311,0,0.100689657111419,23.27385970611858,77.42934734030274
449,1,2,0.814835250575154,425,1,0.8889011503450924,23.269815021864776,77.43252977384883
450,4,2,0.22643781590237574,153,1,0.5358626895414255,23.27171503529231,77.42752620177914
451,0,1,0.11740081994265582,214,0,0.07044049196559349,23.26647896565204,77.42950323933646
452,1,2,0.21823653129368442,425,1,0.5309419187762107,23.268190486366965,77.43361349096675
453,3,2,0.14059426825422855,497,1,0.48435656095253715,23.26684379428371,77.42773507011303
454,1,2,0.2886918096128934,425,1,0.573215085767736,23.269243792670643,77.42802406468498
455,4,2,0.183569323893254,153,1,0.5101415943359524,23.26990794318249,77.42942463134936
456,0,2,0.26683998063206865,214,1,0.5601039883792412,23.269799067527963,77.4311493798924
457,3,2,0.2232743123901909,497,1,0.5339645874341146,23.2725278708851,77.43139674711415
458,3,0,0.25523933464327747,497,0,0.15314360078596648,23.26976462735996,77.42894003666795
459,1,2,0.14469744540632667,425,1,0.486818467243796,23.27288092161868,77.42898689420247
460,3,2,0.3391829489916543,497,1,0.6035097693949926,23.271488358284294,77.42962251785754
461,0,2,0.19860698480095304,214,1,0.5191641908805719,23.26812545124617,77.43362859603995
462,3,1,0.12379345123366213,497,0,0.07427607074019728,23.273289492932246,77.42778982086882
463,4,2,0.13597087770097152,153,1,0.48158252662058293,23.271635983952528,77.42684536201686
464,4,1,0.04458157122356553,153,0,0.026748942734139317,23.26486267346174,77.43191876288883
465,4,1,0.4056987798724175,153,0,0.24341926792345048,23.27096077732065,77.42897942265466
466,3,2,0.1524087617979502,497,1,0.4914452570787701,23.26837814616934,77.4266616976129
467,3,1,0.02048281015419185,497,0,0.01228968609251511,23.276173716166817,77.42651699343938
468,0,2,0.40588099569061314,214,1,0.6435285974143679,23.269349735725275,77.43081912702895
469,3,1,0.26281030710083686,497,0,0.1576861842605021,23.268131388377583,77.42989920077038
470,3,2,0.31409827046978817,497,1,0.5884589622818729,23.270714516420583,77.43117857902013
471,2,1,0.41016666195136303,311,0,0.24609999717081782,23.270736658457896,77.42925660165815
472,1,2,0.27780316197277327,425,1,0.566681897183664,23.2697487118774,77.43046330471746
473,1,1,0.2979135882560222,425,0,0.17874815295361332,23.269821579422345,77.42772216822046
474,3,1,0.23130264036535522,497,0,0.13878158421921313,23.26991505836596,77.42751365907677
475,1,2,0.18296031819144082,425,1,0.5097761909148645,23.272983553415177,77.43090053600883
476,2,1,0.6500413228548714,311,0,0.3900247937129228,23.269712491726057,77.43255511085793
477,0,1,0.11676542122183893,214,0,0.07005925273310336,23.266135042232857,77.43265583648035
478,3,2,0.21917292478016628,497,1,0.5315037548680998,23.26755619181897,77.42732629278966
479,0,2,0.3936184656275821,214,1,0.6361710793765493,23.270096964616336,77.42826267147917
480,1,1,0.22086160854614123,425,0,0.13251696512768474,23.271244660597677,77.43096494820452
481,1,1,0.14288672064689775,425,0,0.08573203238813865,23.266354537999863,77.43306825292332
482,3,2,0.3969521162955506,497,1,0.6381712697773304,23.270200133580115,77.42975784258618
483,2,1,0.1970352580755887,311,0,0.11822115484535321,23.268037955077332,77.42686328263969
484,3,2,0.17552585772686335,497,1,0.505315514636118,23.27088832731622,77.4265499594587
485,1,1,0.1322350566712757,425,0,0.07934103400276542,23.269264608687138,77.43286513248533
486,3,2,0.09938190245776397,497,1,0.4596291414746584,23.268049983243248,77.42610657655524
487,4,2,0.3921760835107656,153,1,0.6353056501064593,23.270164717902613,77.43161687945563
488,1,2,0.17297628964201583,425,1,0.5037857737852095,23.267402601223587,77.42937033970269
489,2,2,0.15023128057002272,311,1,0.49013876834201364,23.268690865573948,77.43324641185991
490,2,2,0.48111091076924944,311,1,0.6886665464615497,23.268673225580468,77.43183651114006
491,1,1,0.4655019871598425,425,0,0.2793011922959055,23.269200359008508,77.43131672662848
492,2,1,0.11698320675095011,311,0,0.07018992405057006,23.27380396335184,77.43198382414148
493,1,2,0.2856220148598554,425,1,0.5713732089159133,23.27215086642561,77.42929336847318
494,2,1,0.3538581908277103,311,0,0.21231491449662618,23.2692432450525,77.42911060473119
495,1,1,0.40287443043816773,425,0,0.24172465826290063,23.27017970699057,77.42990785317832
496,3,2,0.19151724503939924,497,1,0.5149103470236396,23.266612966585203,77.43079639175322
497,2,1,0.19807928914821016,311,0,0.11884757348892609,23.270703971466567,77.42831668916989
498,1,1,0.09635061596430369,425,0,0.05781036957858221,23.27309317812563,77.43295028372113
499,2,0,0.19911795860949613,311,0,0.11947077516569768,23.26814273132131,77.43335262658097
500,2,0,0.3833811535496596,311,0,0.23002869212979576,23.267696715324572,77.43224645324119
501,1,2,0.11851749149125222,425,1,0.4711104948947513,23.26830139488231,77.43288257481865
502,1,1,0.14632800977825974,425,0,0.08779680586695585,23.273656995929542,77.4292588037856
503,3,1,0.408814516557418,497,0,0.2452887099344508,23.270146139358136,77.42999679393104
504,0,1,0.09791806831694191,214,0,0.05875084099016514,23.27300086077788,77.43272464237714
505,0,1,0.5049914603806613,214,0,0.30299487622839677,23.27065628240581,77.43042335804711
506,2,2,0.0843555876388794,311,1,0.4506133525833277,23.272023621538143,77.42551074901282
507,1,1,0.18232462147002057,425,0,0.10939477288201234,23.26755943070844,77.428179165147
508,3,0,0.1666445476795434,497,0,0.09998672860772603,23.26915191674911,77.4322244842541
509,3,2,0.10478293837189842,497,1,0.4628697630231391,23.27224356245239,77.43259805680049
510,3,1,0.25605707400284666,497,0,0.153634244401708,23.27300142056777,77.43038365379287
511,2,1,0.3067189261988461,311,0,0.18403135571930765,23.271437063996615,77.42961128299893
512,3,2,0.3306775734237264,497,1,0.5984065440542359,23.270620361531677,77.4301713669514
513,1,1,0.30804113867267513,425,0,0.18482468320360507,23.271210514388574,77.42805476718672
514,0,2,0.12310672164588296,214,1,0.47386403298752977,23.26872633330353,77.42618277816177
515,2,2,0.3140498606410353,311,1,0.5884299163846212,23.27035393989118,77.42908588480859
516,4,1,0.3944636948536587,153,0,0.2366782169121952,23.270693518636293,77.42911480857708
517,3,1,0.15371321810577523,497,0,0.09222793086346513,23.26865652058916,77.42915367047995
518,4,2,0.2925949051136795,153,1,0.5755569430682077,23.27085701864207,77.43005550668151
519,1,1,0.3372346700796776,425,0,0.20234080204780655,23.269261896261085,77.42926827017794
520,3,1,0.05960593306763628,497,0,0.035763559840581764,23.274099966430605,77.43323483616251
521,2,1,0.10453161646896672,311,0,0.06271896988138002,23.27410262960557,77.43155181168248
522,1,1,0.3095013844604492,425,0,0.18570083067626952,23.271476040164863,77.43084074214798
523,0,2,0.576183339361533,214,1,0.7457100036169197,23.27071426626626,77.43047530322785
524,2,1,0.15357604071572828,311,0,0.09214562442943697,23.2682738755566,77.42796119728364
525,0,1,0.6216445744381269,214,0,0.3729867446628761,23.26986543430499,77.43251665967058
526,3,2,0.22412920652407697,497,1,0.5344775239144461,23.26675901204467,77.42986391094742
527,1,2,0.2199564515264123,425,1,0.5319738709158474,23.271432800936363,77.42773963090737
528,0,2,0.2561619494630579,214,1,0.5536971696778348,23.270509447961807,77.42959889386253
529,3,2,0.05521242194869861,497,1,0.4331274531692192,23.272141779891943,77.43447822247862
530,3,2,0.30423232201314326,497,1,0.582539393207886,23.272322288928606,77.42938884067195
531,1,1,0.25835301959811274,425,0,0.15501181175886763,23.272567309235075,77.4300285986826
532,3,1,0.3867444693757286,497,0,0.23204668162543715,23.271810267670595,77.43115752508682
533,3,2,0.2867548470149423,497,1,0.5720529082089654,23.26821635270893,77.42975382862312
534,1,1,0.1120141414849386,425,0,0.06720848489096316,23.266085965492103,77.42889750078156
535,1,1,0.17720735329007836,425,0,0.10632441197404702,23.26663713243328,77.43084296795337
536,0,2,0.19983658663206097,214,1,0.5199019519792366,23.27030941902248,77.43298564645394
537,3,2,0.042831111767761464,497,1,0.4256986670606569,23.275202393787527,77.43036723997878
538,3,0,0.45399394949911054,497,0,0.2723963696994663,23.270686587653447,77.43083688411114
539,3,0,0.19421275366648544,497,0,0.11652765219989125,23.270787411317365,77.42736899384907
540,1,1,0.30685258421040923,425,0,0.18411155052624553,23.27149765422885,77.43060705143338
541,3,0,0.18449861103515938,497,0,0.11069916662109562,23.27156504548866,77.43236558312755
542,4,2,0.4454443284113323,153,1,0.6672665970467995,23.270032159837076,77.42813765310514
543,3,2,0.5144104729613209,497,1,0.7086462837767926,23.269168956710793,77.43129501134442
544,0,2,0.10699537744569877,214,1,0.4641972264674193,23.271275135036273,77.42597778197181
545,0,2,0.17278851345345195,214,1,0.5036731080720712,23.267312040497732,77.42984968798908
546,3,2,0.3007281434381491,497,1,0.5804368860628895,23.26956743980334,77.42836291157604
547,2,2,0.3075668765092739,311,1,0.5845401259055644,23.26983243567669,77.42778272878725
548,2,2,0.4005281847208847,311,1,0.6403169108325308,23.270414360392195,77.43079743959426
549,1,2,0.14281708079920574,425,1,0.48569024847952347,23.27039715146373,77.43349096018075
550,3,1,0.1869584379954558,497,0,0.11217506279727348,23.267485003460777,77.43100817535621
551,2,1,0.4636842926629295,311,0,0.2782105755977577,23.268812141702742,77.4319852155614
552,2,1,0.13489392811481313,311,0,0.08093635686888788,23.26675467285672,77.43287001196133
553,1,1,0.27205417419243294,425,0,0.16323250451545976,23.270798991795893,77.42965141490043
554,1,1,0.17876166916716318,425,0,0.1072570015002979,23.271683397968243,77.43244259676658
555,2,1,0.1991755167540886,311,0,0.11950531005245316,23.2690651818863,77.43014964412328
556,1,2,0.33477980140584235,425,1,0.6008678808435054,23.27021911931469,77.43175455620201
557,0,2,0.20690648931728162,214,1,0.524143893590369,23.273213916954372,77.43060674771777
558,2,1,0.17664698517121064,311,0,0.10598819110272638,23.27227132181722,77.43019463668642
559,3,2,0.0638206070324034,497,1,0.43829236421944207,23.273547147880475,77.43400672978986
560,3,1,0.23070909345827892,497,0,0.13842545607496734,23.267236715150897,77.42755181102851
561,3,2,0.28190022481447996,497,1,0.569140134888688,23.27111339964053,77.4302500954456
562,1,1,0.13057724777345572,425,0,0.07834634866407343,23.26600783645059,77.43089383541995
563,2,1,0.22510232524815688,311,0,0.13506139514889412,23.269825230195902,77.43211183214783
564,3,1,0.18130217989200276,497,0,0.10878130793520165,23.27110844386779,77.43199058327065
565,0,2,0.08463701051152053,214,1,0.45078220630691235,23.267045751203117,77.42661215655204
566,3,2,0.32511789323751716,497,1,0.5950707359425103,23.269367736949256,77.42853538596232
567,3,2,0.23917136152441162,497,1,0.543502816914647,23.271152718153616,77.42917089255897
568,4,1,0.37075623645592765,153,0,0.22245374187355657,23.271432660427173,77.43034861830542
569,2,1,0.25899333600168223,311,0,0.15539600160100933,23.271623851824977,77.42818524387418
570,3,2,0.30487653269674675,497,1,0.5829259196180481,23.271941998052245,77.43087094956157
571,3,2,0.0659778343643788,497,1,0.4395867006186273,23.27040149253541,77.42530015497047
572,2,1,0.39091704636533436,311,0,0.2345502278192006,23.27001470564832,77.42826560106991
573,0,2,0.1648296686716909,214,1,0.4988978012030146,23.27348620765118,77.42842082686184
574,3,2,0.1820356476144396,497,1,0.5092213885686638,23.26859568116244,77.43347210153641
575,3,1,0.2718223573405653,497,0,0.1630934144043392,23.272677861622373,77.42854235560587
576,1,1,0.3461824321520629,425,0,0.20770945929123774,23.270708630820508,77.42893075335986
577,3,0,0.07814498347091163,497,0,0.04688699008254698,23.269461388147477,77.43419370004241
578,1,2,0.3630502810654915,425,1,0.6178301686392949,23.269936837100847,77.42977083706332
579,3,1,0.22929381101149374,497,0,0.13757628660689625,23.27269455178517,77.42977245361875
580,2,1,0.19911135819871476,311,0,0.11946681491922885,23.268019319455423,77.42686237167301
581,2,1,0.154558202818465,311,0,0.092734921691079,23.27209733615549,77.42825326237092
582,2,1,0.45651153382073745,311,0,0.27390692029244246,23.270652270273075,77.43109136507347
583,2,1,0.33004868784373,311,0,0.198029212706238,23.271333404771543,77.42882135266599
584,3,0,0.25563386567252205,497,0,0.15338031940351324,23.26896830743671,77.4281244836329
585,2,2,0.540353741798414,311,1,0.7242122450790485,23.27045109299799,77.43087421753104
586,3,2,0.41615892682233224,497,1,0.6496953560933993,23.27180394729731,77.43103492643914
587,1,1,0.20279901652824472,425,0,0.12167940991694683,23.27207140313483,77.42903668777737
588,3,1,0.19614787217824423,497,0,0.11768872330694653,23.26856258919083,77.4308661576848
589,3,1,0.10457643724495648,497,0,0.06274586234697388,23.274157231225207,77.42857533449306
590,1,1,0.24059350955301348,425,0,0.14435610573180807,23.272288845607715,77.42952955878403
591,2,0,0.11325304412707214,311,0,0.06795182647624329,23.27377583223524,77.43201329976525
592,3,2,0.3286972073086574,497,1,0.5972183243851945,23.268772336817808,77.4320882739297
593,2,2,0.23383266725207597,311,1,0.5402996003512456,23.27199825904851,77.43173972476743
594,3,2,0.16225880705342852,497,1,0.4973552842320571,23.26913003842076,77.42661887027488
595,3,2,0.2963378701589809,497,1,0.5778027220953885,23.271186189174085,77.43053053352799
596,1,1,0.6347420020185601,425,0,0.3808452012111361,23.268839320326343,77.4316234567814
597,2,2,0.17315501402759279,311,1,0.5038930084165557,23.27071487995206,77.43260486078698
598,0,2,0.15894942247917687,214,1,0.49536965348750617,23.268095928960708,77.4315366701564
599,1,2,0.48390687387040493,425,1,0.690344124322243,23.270688439562665,77.43086536826938
600,0,1,0.2411497925058136,214,0,0.14468987550348814,23.272471023886087,77.4292089289925
601,3,2,0.19252686399724772,497,1,0.5155161183983487,23.26854971338193,77.42951131767917
602,0,1,0.1855903095016238,214,0,0.11135418570097429,23.26766211811436,77.43089075726628
603,1,2,0.3883534473643834,425,1,0.63301206841863,23.27006495175859,77.4310044428396
604,2,1,0.32332480801078667,311,0,0.193994884806472,23.269184181116703,77.42931892147769
605,3,1,0.15691071720617508,497,0,0.09414643032370505,23.269391535239652,77.42756892596432
606,4,1,0.2502624717966564,153,0,0.15015748307799384,23.271429155215543,77.43148981714457
607,4,2,0.2981638298783141,153,1,0.5788982979269884,23.270259996607457,77.42889728305633
608,0,1,0.2799835676624785,214,0,0.1679901405974871,23.270065720507667,77.42786052045409
609,1,2,0.2852959039003027,425,1,0.5711775423401816,23.271212718022436,77.43130881618629
610,2,1,0.24705555601384374,311,0,0.14823333360830623,23.27179677285225,77.42954039322261
611,0,1,0.11347310105366482,214,0,0.06808386063219889,23.27097512249994,77.42581309576134
612,2,1,0.31088652595374694,311,0,0.18653191557224816,23.27072454312432,77.43005469362978
613,1,1,0.21598922533968673,425,0,0.12959353520381203,23.27026964468019,77.43254266303629
614,4,1,0.23276705440264425,153,0,0.13966023264158656,23.27294425898023,77.4301288566501
615,4,2,0.13533411623225444,153,1,0.4812004697393527,23.2742194620102,77.42916194767858
616,3,2,0.17853620936765224,497,1,0.5071217256205913,23.269244485363217,77.42969535288988
617,2,2,0.1781325726939867,311,1,0.506879543616392,23.273195440559125,77.42829973372363
618,1,2,0.31803016505269155,425,1,0.590818099031615,23.271836803587448,77.43128268276391
619,3,1,0.1539553114030623,497,0,0.09237318684183737,23.268453537019973,77.42863659078814
620,1,1,0.20712192753484665,425,0,0.12427315652090798,23.27198582195195,77.43070906738633
621,3,2,0.3825827003885541,497,1,0.6295496202331324,23.271760655284353,77.42996850162221
622,4,1,0.11794314587788163,153,0,0.07076588752672898,23.266065054233813,77.4300060857056
623,1,0,0.22456499461550677,425,0,0.13473899676930406,23.26730745401329,77.43257902776418
624,0,2,0.19548875392737164,214,1,0.517293252356423,23.270715907865497,77.42829545535334
625,2,1,0.11819839834265909,311,0,0.07091903900559546,23.26621854572645,77.42875732332821
626,0,2,0.23416321575047006,214,1,0.5404979294502821,23.272778487183068,77.42842891707022
627,1,2,0.3683863424881873,425,1,0.6210318054929124,23.270879353879003,77.43045660020054
628,3,1,0.16417675293791018,497,0,0.0985060517627461,23.273461590056467,77.4311876682488
629,3,1,0.1937548026600231,497,0,0.11625288159601385,23.27133192482658,77.42694881910202
630,2,2,0.5674329416378673,311,1,0.7404597649827204,23.26910989156512,77.43135923155063
631,1,2,0.03914955085719081,425,1,0.4234897305143145,23.276455959315424,77.4294886869548
632,1,2,0.16344396877293632,425,1,0.4980663812637618,23.27061867392432,77.42671746186329
633,1,1,0.2934010240852366,425,0,0.17604061445114197,23.270076203657,77.43203836154224
634,2,1,0.20746641107056904,311,0,0.12447984664234142,23.26684177949312,77.43022124001813
