ID,Category,Status,Latitude,Longitude
516,Water Supply,Completed,23.270693518636293,77.42911480857708
517,Waste,Completed,23.268656520589158,77.42915367047995
518,Water Supply,Pending,23.27085701864207,77.43005550668151
519,Pothole,Completed,23.269261896261085,77.42926827017794
520,Waste,Completed,23.274099966430605,77.43323483616251
521,Streetlight,Completed,23.27410262960557,77.43155181168248
522,Pothole,Completed,23.271476040164863,77.43084074214798
523,Drainage,Pending,23.27071426626626,77.43047530322785
524,Streetlight,Completed,23.268273875556602,77.42796119728364
525,Drainage,Completed,23.26986543430499,77.43251665967058
526,Waste,Pending,23.26675901204467,77.42986391094742
527,Pothole,Pending,23.271432800936363,77.42773963090737
528,Drainage,Pending,23.270509447961807,77.42959889386253
529,Waste,Pending,23.272141779891946,77.43447822247862
530,Waste,Pending,23.272322288928606,77.42938884067195
531,Pothole,Completed,23.272567309235075,77.4300285986826
532,Waste,Completed,23.271810267670595,77.43115752508682
533,Waste,Pending,23.268216352708926,77.42975382862312
534,Pothole,Completed,23.266085965492106,77.42889750078156
535,Pothole,Completed,23.266637132433278,77.43084296795337
536,Drainage,Pending,23.27030941902248,77.43298564645394
537,Waste,Pending,23.275202393787527,77.43036723997878
538,Waste,Cancelled,23.270686587653447,77.43083688411114
539,Waste,Cancelled,23.270787411317365,77.42736899384907
540,Pothole,Completed,23.27149765422885,77.43060705143338
541,Waste,Cancelled,23.27156504548866,77.43236558312755
542,Water Supply,Pending,23.270032159837076,77.42813765310514
543,Waste,Pending,23.269168956710793,77.43129501134442
544,Drainage,Pending,23.271275135036273,77.42597778197181
545,Drainage,Pending,23.267312040497732,77.42984968798908
546,Waste,Pending,23.26956743980334,77.42836291157604
547,Streetlight,Pending,23.26983243567669,77.42778272878725
548,Streetlight,Pending,23.270414360392195,77.43079743959426
549,Pothole,Pending,23.270397151463726,77.43349096018075
550,Waste,Completed,23.267485003460774,77.43100817535621
551,Streetlight,Completed,23.268812141702742,77.4319852155614
552,Streetlight,Completed,23.26675467285672,77.43287001196133
553,Pothole,Completed,23.270798991795893,77.42965141490043
554,Pothole,Completed,23.271683397968243,77.43244259676658
555,Streetlight,Completed,23.2690651818863,77.43014964412328
556,Pothole,Pending,23.27021911931469,77.43175455620201
557,Drainage,Pending,23.273213916954372,77.43060674771777
558,Streetlight,Completed,23.27227132181722,77.43019463668642
559,Waste,Pending,23.273547147880475,77.43400672978986
560,Waste,Completed,23.267236715150897,77.42755181102851
561,Waste,Pending,23.27111339964053,77.4302500954456
562,Pothole,Completed,23.266007836450594,77.43089383541995
563,Streetlight,Completed,23.269825230195906,77.43211183214783
564,Waste,Completed,23.27110844386779,77.43199058327065
565,Drainage,Pending,23.267045751203117,77.42661215655204
566,Waste,Pending,23.269367736949256,77.42853538596232
567,Waste,Pending,23.271152718153616,77.42917089255897
568,Water Supply,Completed,23.271432660427173,77.43034861830542
569,Streetlight,Completed,23.271623851824977,77.42818524387418
570,Waste,Pending,23.271941998052245,77.43087094956157
571,Waste,Pending,23.27040149253541,77.42530015497047
572,Streetlight,Completed,23.270014705648318,77.42826560106991
573,Drainage,Pending,23.27348620765118,77.42842082686184
574,Waste,Pending,23.26859568116244,77.43347210153641
575,Waste,Completed,23.272677861622373,77.42854235560587
576,Pothole,Completed,23.270708630820508,77.42893075335986
577,Waste,Cancelled,23.269461388147477,77.43419370004241
578,Pothole,Pending,23.269936837100847,77.42977083706332
579,Waste,Completed,23.27269455178517,77.42977245361875
580,Streetlight,Completed,23.268019319455423,77.42686237167301
581,Streetlight,Completed,23.27209733615549,77.42825326237092
582,Streetlight,Completed,23.270652270273075,77.43109136507347
583,Streetlight,Completed,23.271333404771546,77.42882135266599
584,Waste,Cancelled,23.26896830743671,77.4281244836329
585,Streetlight,Pending,23.27045109299799,77.43087421753104
586,Waste,Pending,23.27180394729731,77.43103492643914
587,Pothole,Completed,23.272071403134834,77.42903668777737
588,Waste,Completed,23.26856258919083,77.4308661576848
589,Waste,Completed,23.274157231225207,77.42857533449306
590,Pothole,Completed,23.272288845607715,77.42952955878403
591,Streetlight,Cancelled,23.27377583223524,77.43201329976525
592,Waste,Pending,23.268772336817808,77.4320882739297
593,Streetlight,Pending,23.27199825904851,77.43173972476743
594,Waste,Pending,23.26913003842076,77.42661887027488
595,Waste,Pending,23.271186189174085,77.43053053352799
596,Pothole,Completed,23.268839320326343,77.4316234567814
597,Streetlight,Pending,23.27071487995206,77.43260486078698
598,Drainage,Pending,23.268095928960708,77.4315366701564
599,Pothole,Pending,23.270688439562665,77.43086536826938
600,Drainage,Completed,23.272471023886087,77.4292089289925
601,Waste,Pending,23.26854971338193,77.42951131767917
602,Drainage,Completed,23.267662118114362,77.43089075726628
603,Pothole,Pending,23.27006495175859,77.4310044428396
604,Streetlight,Completed,23.269184181116703,77.42931892147769
605,Waste,Completed,23.269391535239652,77.42756892596432
606,Water Supply,Completed,23.271429155215543,77.43148981714457
607,Water Supply,Pending,23.270259996607457,77.42889728305633
608,Drainage,Completed,23.270065720507667,77.42786052045409
609,Pothole,Pending,23.271212718022436,77.43130881618629
610,Streetlight,Completed,23.27179677285225,77.42954039322261
611,Drainage,Completed,23.27097512249994,77.42581309576134
612,Streetlight,Completed,23.27072454312432,77.43005469362978
613,Pothole,Completed,23.27026964468019,77.43254266303629
614,Water Supply,Completed,23.27294425898023,77.4301288566501
615,Water Supply,Pending,23.2742194620102,77.42916194767858
616,Waste,Pending,23.269244485363217,77.42969535288988
617,Streetlight,Pending,23.273195440559125,77.42829973372363
618,Pothole,Pending,23.271836803587448,77.43128268276391
619,Waste,Completed,23.268453537019973,77.42863659078814
620,Pothole,Completed,23.271985821951954,77.43070906738633
621,Waste,Pending,23.271760655284353,77.42996850162221
622,Water Supply,Completed,23.266065054233813,77.4300060857056
623,Pothole,Cancelled,23.26730745401329,77.43257902776418
624,Drainage,Pending,23.270715907865494,77.42829545535334
625,Streetlight,Completed,23.266218545726446,77.42875732332821
626,Drainage,Pending,23.272778487183068,77.42842891707022
627,Pothole,Pending,23.270879353879003,77.43045660020054
628,Waste,Completed,23.273461590056467,77.4311876682488
629,Waste,Completed,23.27133192482658,77.42694881910202
630,Streetlight,Pending,23.269109891565122,77.43135923155063
631,Pothole,Pending,23.276455959315424,77.4294886869548
632,Pothole,Pending,23.27061867392432,77.42671746186329
633,Pothole,Completed,23.270076203657002,77.43203836154224
634,Streetlight,Completed,23.26684177949312,77.43022124001813
635,Pothole,Completed,23.270177767748017,77.42812202730178
636,Drainage,Pending,23.26955496177187,77.43086042795814
637,Drainage,Pending,23.26942471466489,77.43156712696513
638,Waste,Pending,23.269248932573007,77.42838743948248
639,Waste,Completed,23.27089805691636,77.4287767669667
640,Pothole,Pending,23.271619327954976,77.42994395234413
641,Waste,Completed,23.2705777855779,77.43058706476927
642,Pothole,Pending,23.271711204853542,77.4277497156554
643,Waste,Pending,23.267364567178372,77.43413738827422
644,Waste,Pending,23.26972519545711,77.43245644797634
645,Pothole,Completed,23.272485404850677,77.43147627345287
646,Pothole,Pending,23.271746037905373,77.42968396120158
647,Pothole,Pending,23.271017417199495,77.4323659362608
648,Pothole,Pending,23.269892184344712,77.42993409998769
649,Water Supply,Pending,23.27165631651843,77.43098379265665
650,Pothole,Cancelled,23.270312381391005,77.42737869288884
651,Waste,Completed,23.27099458319663,77.42705822053306
652,Pothole,Completed,23.267643523029115,77.43230401489824
653,Pothole,Completed,23.269151752771077,77.42826078642334
654,Pothole,Completed,23.269030010374287,77.42698306541543
655,Pothole,Pending,23.270351510458454,77.42753740083702
656,Drainage,Completed,23.269728126370758,77.42848553186826
657,Drainage,Completed,23.269689624569605,77.4308919019102
658,Pothole,Pending,23.27330112645498,77.42706042325791
659,Pothole,Pending,23.26853075344116,77.42988943319517
660,Pothole,Pending,23.268536550021143,77.4281745417773
661,Waste,Completed,23.27053296779178,77.43200337543897
662,Waste,Pending,23.270045217733816,77.43104730375215
663,Waste,Completed,23.27184488097914,77.4299278278611
664,Streetlight,Cancelled,23.272529641255453,77.43044989620466
665,Streetlight,Pending,23.26983928977128,77.42998835227004
666,Water Supply,Pending,23.26980134902239,77.43495055847397
667,Water Supply,Completed,23.269107588313055,77.43104681215243
668,Waste,Pending,23.271447783662165,77.42887724603493
669,Pothole,Completed,23.274474258772802,77.42969134206012
670,Pothole,Completed,23.273127753679795,77.43031952713837
671,Pothole,Completed,23.270559654426513,77.43427585724703
672,Pothole,Pending,23.268960528362477,77.43096803647248
673,Pothole,Cancelled,23.272570107275428,77.42842875793771
674,Waste,Pending,23.26882913581421,77.43085057224364
675,Waste,Completed,23.27127655349623,77.42721610256653
676,Pothole,Completed,23.266956914471987,77.42989501675554
677,Pothole,Completed,23.26954679914177,77.42885958652158
678,Streetlight,Completed,23.266978154209383,77.43010201896392
679,Waste,Completed,23.269848984529958,77.43023010058131
680,Waste,Pending,23.269045293385375,77.43163948319355
681,Streetlight,Pending,23.268724460343698,77.43177213774234
682,Drainage,Completed,23.26622610465727,77.43051124200642
683,Waste,Pending,23.26883174500125,77.4316461952256
684,Waste,Pending,23.270536258988994,77.43287625928122
685,Streetlight,Completed,23.27085424599976,77.4275848638489
686,Waste,Pending,23.26772368304681,77.42839156550973
687,Waste,Completed,23.268015976040026,77.431162295847
688,Pothole,Pending,23.271843203935475,77.43362556191093
689,Pothole,Pending,23.269851972631358,77.42995370403769
690,Drainage,Pending,23.269357208460814,77.43091851999732
691,Streetlight,Completed,23.27352321494574,77.42962556438981
692,Pothole,Completed,23.269812016077278,77.43035376918682
693,Waste,Completed,23.267334647200062,77.4277130801611
694,Water Supply,Pending,23.267433652462017,77.43263940106472
695,Water Supply,Completed,23.269755841494916,77.43328257961798
696,Streetlight,Completed,23.269752977707213,77.42652466225528
697,Water Supply,Completed,23.270423150914663,77.43326010942567
698,Waste,Pending,23.270600331830767,77.43149968055428
699,Pothole,Completed,23.272779801935286,77.4278968696434
700,Streetlight,Pending,23.270510032557645,77.43446113439549
701,Streetlight,Completed,23.271353777879145,77.43031996652816
702,Drainage,Pending,23.26768552078278,77.43010998344464
703,Waste,Pending,23.27014534873596,77.42965301461582
704,Streetlight,Completed,23.26788017493056,77.43151395875111
705,Pothole,Completed,23.26945374964475,77.42867333239818
706,Waste,Pending,23.267714407617675,77.42877217340155
707,Waste,Pending,23.270120060691156,77.428661350299
708,Drainage,Completed,23.274954388559966,77.42808866517585
709,Water Supply,Completed,23.267358030640192,77.42916469909143
710,Streetlight,Completed,23.268968647883234,77.43144855029483
711,Waste,Pending,23.26906272434159,77.43021682017908
712,Streetlight,Pending,23.267585065963015,77.4311703708131
713,Pothole,Pending,23.269922828138682,77.43173640095556
714,Drainage,Cancelled,23.2706683565602,77.42640873720752
715,Drainage,Pending,23.27136888481764,77.42986453987866
716,Waste,Completed,23.27333393607667,77.42671695557
717,Streetlight,Completed,23.270514319413817,77.43097683658122
718,Waste,Pending,23.26878722017741,77.4316740320269
719,Waste,Pending,23.27336471690247,77.43105968489317
720,Streetlight,Pending,23.26993580252165,77.43155702823657
721,Drainage,Pending,23.267387638179425,77.4272952435784
722,Drainage,Pending,23.271646918372937,77.42881789698772
723,Pothole,Completed,23.269023090874576,77.43091779492092
724,Waste,Cancelled,23.271801072717757,77.43195893705014
725,Waste,Completed,23.26917136389113,77.4317486140721
726,Drainage,Completed,23.271360945509493,77.42808567009158
727,Pothole,Pending,23.27158648554048,77.42885517403192
728,Streetlight,Completed,23.27023154579618,77.43016623434116
729,Waste,Completed,23.269259558102295,77.43059632409971
730,Pothole,Completed,23.267179209835355,77.42910736574416
731,Pothole,Completed,23.268831936103986,77.43186240198496
732,Drainage,Pending,23.27217876347472,77.43156502587678
733,Pothole,Pending,23.265341800193955,77.43250229553173
734,Waste,Pending,23.268842167534867,77.42870777492844
735,Waste,Pending,23.269142912105117,77.43097998402521
736,Waste,Cancelled,23.271337494178905,77.43019442424736
737,Waste,Completed,23.26890933567599,77.42662510283259
738,Streetlight,Pending,23.271215338142355,77.42807626640086
739,Drainage,Pending,23.27449608038422,77.42652058592118
740,Drainage,Pending,23.271777191330273,77.43025279649754
741,Water Supply,Completed,23.270741626853958,77.42959458468974
742,Drainage,Cancelled,23.26761036870521,77.42696235923165
743,Streetlight,Completed,23.27359439801402,77.42834531903335
744,Drainage,Completed,23.269165979097785,77.43071294931055
745,Drainage,Completed,23.27150370496371,77.42916130799472
746,Water Supply,Completed,23.272353539660127,77.42868489813002
747,Pothole,Pending,23.26811864756528,77.4280558621109
748,Drainage,Completed,23.266348000941377,77.43047539500988
749,Pothole,Completed,23.27007630972956,77.43105638951332
750,Pothole,Completed,23.26748224570878,77.43289284441003
751,Water Supply,Completed,23.249568284123697,77.40370559397152
752,Pothole,Pending,23.250130438937806,77.39828859592744
753,Waste,Pending,23.252407791893535,77.39939684005388
754,Pothole,Completed,23.247644776226455,77.39749015152236
755,Pothole,Pending,23.2505856560656,77.40062147183887
756,Waste,Pending,23.251793129522383,77.40189971783104
757,Water Supply,Pending,23.250539363308064,77.40025336699044
758,Streetlight,Pending,23.25096273014146,77.40144798464117
759,Water Supply,Pending,23.248587880339024,77.40226313956698
760,Streetlight,Completed,23.253438362040583,77.39997708592716
761,Waste,Pending,23.249884717527383,77.40133617000185
762,Water Supply,Completed,23.253719321282286,77.4031033844528
763,Pothole,Pending,23.247114991396902,77.39972269895829
764,Streetlight,Pending,23.2497918683427,77.40067678683093
765,Water Supply,Pending,23.253883214863535,77.39749042272867
766,Streetlight,Completed,23.25082252241508,77.40090567072019
767,Water Supply,Pending,23.248397676829434,77.3992577784262
768,Pothole,Completed,23.25005958151499,77.40052695765847
769,Pothole,Completed,23.250082912761123,77.39920144861713
770,Pothole,Completed,23.248210290514407,77.40004956805902
771,Waste,Completed,23.24728336679891,77.39991259749615
772,Water Supply,Pending,23.252931459478816,77.40028534863455
773,Streetlight,Cancelled,23.248883487410723,77.39686496346465
774,Pothole,Pending,23.250779048938742,77.39512015335441
775,Pothole,Completed,23.250037797509215,77.4030641565704
776,Waste,Pending,23.255095162950497,77.39844193064442
777,Drainage,Completed,23.248195719352278,77.40335120994392
778,Streetlight,Cancelled,23.250686440422648,77.40169037448226
779,Waste,Pending,23.25139077541172,77.39932518167173
780,Waste,Pending,23.25007830776806,77.40369192921062
781,Drainage,Cancelled,23.252657367388338,77.39812675907531
782,Streetlight,Completed,23.252187728820356,77.39776261614257
783,Streetlight,Completed,23.246361152250085,77.39564003713224
784,Streetlight,Completed,23.25039592786163,77.39762873144119
785,Waste,Pending,23.24486479085416,77.40399729083356
786,Waste,Pending,23.249848213631235,77.40259168747951
787,Pothole,Pending,23.251278182819483,77.40186601498915
788,Waste,Pending,23.24898565518093,77.39923862967338
789,Pothole,Completed,23.248847754645528,77.40068972807882
790,Water Supply,Completed,23.252109943510085,77.39951031340807
791,Drainage,Pending,23.24659812457247,77.40278672905451
792,Streetlight,Pending,23.251259177464153,77.39962886114866
793,Pothole,Cancelled,23.24906123380975,77.39944647767814
794,Waste,Completed,23.250330253997245,77.39837640417835
795,Pothole,Pending,23.247733466956845,77.40144732144057
796,Pothole,Completed,23.249378144828455,77.4003657826632
797,Water Supply,Completed,23.246846927985732,77.40133240596879
798,Waste,Completed,23.249613472207766,77.39989336861697
799,Pothole,Pending,23.250055424791817,77.39856482580353
800,Streetlight,Pending,23.248068270742863,77.40087804075371
801,Water Supply,Completed,23.24855411082667,77.40081087790023
802,Water Supply,Pending,23.24632954931434,77.39849494285696
803,Waste,Completed,23.24674783470949,77.39906432111356
804,Waste,Cancelled,23.25021225220933,77.40025460189389
805,Water Supply,Pending,23.250185505709695,77.39957102843096
806,Streetlight,Completed,23.249926169832282,77.39765987445425
807,Streetlight,Completed,23.25291013107968,77.40179708535895
808,Pothole,Pending,23.252393033096762,77.40115023766987
809,Water Supply,Cancelled,23.252506729758842,77.39946506749126
810,Pothole,Pending,23.247758060733627,77.4016673967465
811,Pothole,Pending,23.252661805199967,77.39820795057979
812,Water Supply,Completed,23.248252825754093,77.39785044211342
813,Pothole,Completed,23.251214292672792,77.39896195910855
814,Pothole,Completed,23.25253246541186,77.40106213662789
815,Drainage,Pending,23.247858261947705,77.39884340316657
816,Water Supply,Cancelled,23.24976652396548,77.40128455113933
817,Water Supply,Completed,23.24706245556566,77.40087308873353
818,Waste,Pending,23.25157657467958,77.39739590871822
819,Pothole,Completed,23.250078531869917,77.40043389244408
820,Water Supply,Pending,23.25169945872011,77.39895941369063
821,Pothole,Pending,23.252579316229237,77.40072517894515
822,Streetlight,Completed,23.249814716568363,77.40285662157692
823,Drainage,Pending,23.24973571224372,77.39688619810829
824,Streetlight,Completed,23.24961103934184,77.4001519317339
825,Drainage,Pending,23.250367604825534,77.39881518749809
826,Waste,Completed,23.252428295711756,77.3994374359678
827,Water Supply,Pending,23.24813647267364,77.39798599072586
828,Waste,Completed,23.25207894001353,77.40242295819378
829,Streetlight,Pending,23.24537097027699,77.39880136911913
830,Drainage,Completed,23.256471090277643,77.39499079740777
831,Pothole,Completed,23.25200259980853,77.40413039888989
832,Waste,Pending,23.249777552462188,77.39662988112048
833,Pothole,Completed,23.253181754654573,77.40198272075295
834,Drainage,Pending,23.24831488937994,77.39666438267372
835,Waste,Pending,23.250322772062823,77.40322289672959
836,Waste,Pending,23.244127567689542,77.40292934893931
837,Pothole,Completed,23.247834905291118,77.39837490495232
838,Waste,Pending,23.254564260093332,77.39841857238093
839,Water Supply,Cancelled,23.252616981352517,77.40062249261373
840,Streetlight,Cancelled,23.25238919749607,77.39699462485947
841,Drainage,Pending,23.249960868143294,77.39815842045395
842,Streetlight,Pending,23.246667955750237,77.40165910670113
843,Drainage,Pending,23.249248555891217,77.39855643727796
844,Pothole,Completed,23.253351437086575,77.397728525492
845,Pothole,Completed,23.25028245739405,77.40092163393467
846,Pothole,Pending,23.250574423708642,77.39716010873418
847,Water Supply,Pending,23.249510493268147,77.39687498378518
848,Waste,Completed,23.25006949670358,77.40324577902126
849,Streetlight,Completed,23.249230434850997,77.40142079410553
850,Pothole,Pending,23.255718350442756,77.40098186384935
851,Drainage,Completed,23.24888403211468,77.39960281214634
852,Waste,Pending,23.250097025535666,77.40203084535234
853,Pothole,Cancelled,23.247617416793947,77.40102984760203
854,Pothole,Completed,23.247100608701043,77.40145480249512
855,Streetlight,Completed,23.24867167946223,77.40165608036834
856,Waste,Pending,23.25180223282943,77.400938430877
857,Waste,Pending,23.25102753227036,77.39841556594908
858,Waste,Completed,23.252274494300647,77.39837631412311
859,Waste,Cancelled,23.251466761671253,77.3984941642009
860,Waste,Cancelled,23.251109259781447,77.39938339005403
861,Waste,Pending,23.25057899112733,77.39897901186629
862,Pothole,Pending,23.251038907514996,77.40183386471217
863,Waste,Completed,23.24856157744797,77.40238895104227
864,Streetlight,Completed,23.252486592936663,77.3991353819446
865,Pothole,Pending,23.250252655051874,77.39923618133574
866,Waste,Pending,23.251092381291116,77.40095126305187
867,Pothole,Completed,23.247661528933325,77.39705139413782
868,Waste,Pending,23.245494621776043,77.40385551821754
869,Drainage,Pending,23.24934678673431,77.40113877998098
870,Water Supply,Completed,23.244694006822414,77.3963992795418
871,Waste,Pending,23.251740857999078,77.4000256062564
872,Water Supply,Pending,23.250980815183617,77.40041790963004
873,Pothole,Pending,23.252515851579414,77.39828617875789
874,Pothole,Pending,23.24913420238482,77.39685002084062
875,Waste,Pending,23.2497862033229,77.39801122404927
876,Waste,Pending,23.251262458243136,77.39769318315655
877,Pothole,Pending,23.24833367623507,77.40194526237518
878,Waste,Cancelled,23.249670461190846,77.40226901147845
879,Water Supply,Pending,23.248387219389592,77.40082806532911
880,Water Supply,Completed,23.251291931101726,77.40017931368475
881,Waste,Pending,23.25110959369353,77.40092780602842
882,Streetlight,Pending,23.246592227312718,77.40091976211131
883,Streetlight,Pending,23.247108248464208,77.40025914869773
884,Streetlight,Completed,23.252781963311868,77.40116095151654
885,Streetlight,Pending,23.246382958722485,77.39773535428158
886,Streetlight,Completed,23.251606799405327,77.40008356913982
887,Streetlight,Completed,23.24972913437244,77.39999358568133
888,Pothole,Pending,23.25056957038583,77.39830179191836
889,Waste,Completed,23.251600136636043,77.3988477688446
890,Water Supply,Pending,23.252748416270848,77.40061147695775
891,Streetlight,Cancelled,23.251014382126595,77.39737340921788
892,Pothole,Pending,23.251456809084345,77.3995090853634
893,Streetlight,Completed,23.24816869831552,77.39892284841282
894,Streetlight,Completed,23.248103164671083,77.40248084458948
895,Pothole,Completed,23.252048384650212,77.39859781374427
896,Streetlight,Completed,23.251548378335528,77.39738239631713
897,Drainage,Completed,23.250617045390882,77.39915664428288
898,Streetlight,Completed,23.250786902883487,77.401067457556
899,Pothole,Completed,23.251453045019808,77.40013089746563
900,Pothole,Completed,23.250056850853966,77.39975489969184
901,Water Supply,Completed,23.253616261951688,77.40182818115186
902,Water Supply,Completed,23.249401713911176,77.39764108884974
903,Streetlight,Pending,23.25052940013695,77.40216980019571
904,Water Supply,Completed,23.250189801452663,77.3984222694154
905,Streetlight,Completed,23.24794212259995,77.39797640557646
906,Pothole,Completed,23.248742920570525,77.40064433915612
907,Water Supply,Cancelled,23.254433766766855,77.40407528905422
908,Streetlight,Completed,23.247945588103896,77.39674006295947
909,Pothole,Completed,23.247020131681765,77.40377510382893
910,Pothole,Pending,23.248436923130818,77.39842818466661
911,Streetlight,Pending,23.248939734658247,77.39725841171129
912,Streetlight,Completed,23.247799499447225,77.39994979686875
913,Water Supply,Completed,23.24975524627581,77.40013877240065
914,Pothole,Completed,23.248783856106265,77.40062087636855
915,Waste,Completed,23.25065079056335,77.39763095842444
916,Pothole,Completed,23.251278804138373,77.4047171228559
917,Drainage,Completed,23.250237645567374,77.4051810439683
918,Waste,Completed,23.246726967857267,77.39961356457816
919,Drainage,Pending,23.24988082672363,77.39974979611715
920,Water Supply,Pending,23.250486279604736,77.39977401546359
921,Pothole,Completed,23.25000895746667,77.40111373327254
922,Pothole,Pending,23.251156815041572,77.39936670581918
923,Pothole,Completed,23.24979137650887,77.39911215010675
924,Streetlight,Completed,23.250992607853565,77.3977163397588
925,Waste,Completed,23.246453305274752,77.40101752159391
926,Waste,Completed,23.247778141328457,77.39904064353122
927,Water Supply,Cancelled,23.249971803434885,77.40013855055986
928,Drainage,Completed,23.248046071564616,77.39736147224484
929,Streetlight,Completed,23.2459547635558,77.39948018671288
930,Waste,Completed,23.248853590334853,77.40088389512486
931,Waste,Pending,23.25124590644705,77.39879627118653
932,Streetlight,Pending,23.251197780708615,77.39951292276763
933,Drainage,Pending,23.246751747597134,77.40276744390732
934,Drainage,Pending,23.25029176457109,77.39953365248846
935,Waste,Pending,23.249379005942266,77.40123334296037
936,Streetlight,Completed,23.247713399499023,77.39491166481871
937,Drainage,Pending,23.249427639971476,77.39774277925551
938,Streetlight,Completed,23.248455141939047,77.3973073516262
939,Water Supply,Completed,23.25178252607951,77.3973998563699
940,Waste,Completed,23.25028043090353,77.40185841142926
941,Waste,Cancelled,23.24770244953613,77.4003875721895
942,Streetlight,Cancelled,23.255356324289203,77.39691485828546
943,Drainage,Pending,23.250461368894694,77.39740771530349
944,Waste,Pending,23.250096361416873,77.40035056196612
945,Water Supply,Pending,23.250858823734188,77.39870762791239
946,Pothole,Cancelled,23.250163101123803,77.40106471932008
947,Pothole,Pending,23.248145679459576,77.39944909140311
948,Waste,Pending,23.251073520854302,77.4009421876334
949,Streetlight,Completed,23.248428734106515,77.40089563351198
950,Pothole,Pending,23.251116697734005,77.4004107998462
951,Waste,Pending,23.24938274161784,77.40156276045764
952,Streetlight,Completed,23.251238876221336,77.4009583850311
953,Pothole,Pending,23.25409292028013,77.3981943349845
954,Waste,Pending,23.251153085893428,77.39687627847151
955,Waste,Completed,23.251822412652178,77.39642915216068
956,Water Supply,Completed,23.249253285586736,77.40317173632558
957,Waste,Pending,23.251112405414176,77.39697432729278
958,Pothole,Completed,23.2485452277806,77.40184246202712
959,Waste,Cancelled,23.251966965217733,77.39919611268851
960,Pothole,Pending,23.25107943644992,77.39760474206174
961,Drainage,Cancelled,23.248371600489016,77.4045534764991
962,Water Supply,Pending,23.251453033190202,77.3967356219844
963,Pothole,Completed,23.250637931841563,77.39905922282128
964,Pothole,Completed,23.248008303240905,77.40059033646175
965,Waste,Pending,23.25156787451958,77.40015642520528
966,Pothole,Pending,23.248332470444346,77.39856632219208
967,Streetlight,Completed,23.24940347187117,77.39956170255753
968,Pothole,Pending,23.252096770305915,77.3987562406395
969,Waste,Pending,23.252006448978634,77.40127604709008
970,Waste,Pending,23.24816720636711,77.40231573736546
971,Streetlight,Completed,23.25314611133353,77.40428707474857
972,Pothole,Completed,23.24930189952783,77.4027891210923
973,Waste,Pending,23.245910333490617,77.39973029448537
974,Streetlight,Completed,23.251589652514177,77.39863973879196
975,Waste,Pending,23.24808501645666,77.39844658320892
976,Waste,Completed,23.250050742412125,77.40228709088959
977,Pothole,Pending,23.247644083392622,77.39863235328315
978,Pothole,Cancelled,23.24528803372147,77.39929680246091
979,Streetlight,Pending,23.24966852161809,77.39943174669418
980,Water Supply,Completed,23.249775926610624,77.40212459896645
981,Waste,Pending,23.24966518615704,77.40277857078712
982,Waste,Pending,23.252516058522076,77.40043348973553
983,Pothole,Pending,23.2465163018411,77.40176211118099
984,Waste,Completed,23.25004739266491,77.40054551080559
985,Streetlight,Completed,23.25070565605381,77.3986366984452
986,Drainage,Pending,23.248346428030853,77.40226860397277
987,Waste,Pending,23.250659464803945,77.40259629258517
988,Pothole,Completed,23.251660041466064,77.40125240443722
989,Waste,Pending,23.250428620053963,77.39884020494529
990,Pothole,Pending,23.247831609817805,77.40118636822157
991,Waste,Pending,23.25247861804605,77.40134923665994
992,Drainage,Pending,23.24957140830392,77.40141763333216
993,Waste,Pending,23.24863907770903,77.40129549985217
994,Drainage,Completed,23.25027326208682,77.39749298457716
995,Pothole,Pending,23.253428296245726,77.40299989097097
996,Waste,Pending,23.24897837623784,77.40175643987577
997,Waste,Pending,23.249422341534558,77.40043987109058
998,Streetlight,Pending,23.251710850126116,77.40032670568192
999,Streetlight,Pending,23.252662367217834,77.39891958088538
1000,Waste,Pending,23.25020991130935,77.40109099217128
1001,Waste,Pending,23.249338748181405,77.40326662134973
1002,Drainage,Completed,23.24814658111439,77.39928195865502
1003,Pothole,Pending,23.24975746958209,77.39697396633902
1004,Drainage,Pending,23.24630125547209,77.39828818677093
1005,Streetlight,Pending,23.25082034135794,77.39532864151344
1006,Waste,Completed,23.253436345598892,77.40283849851585
1007,Streetlight,Cancelled,23.250370621133598,77.4009224746472
1008,Waste,Cancelled,23.250276709921565,77.40083853590602
1009,Water Supply,Completed,23.249316705149436,77.40044493229668
1010,Streetlight,Pending,23.251399702575885,77.39902935280398
1011,Waste,Pending,23.247166887649207,77.40313326341663
1012,Waste,Completed,23.251391214526834,77.39781587882493
1013,Pothole,Completed,23.250831419195624,77.39630015972966
1014,Pothole,Cancelled,23.248836346062134,77.39705415917868
1015,Waste,Pending,23.24849449666271,77.3970416886748
1016,Waste,Pending,23.24785085649681,77.40215836652106
1017,Waste,Pending,23.24842465487596,77.40000330322809
1018,Waste,Cancelled,23.247752286721706,77.3976520641514
1019,Waste,Completed,23.24937906058546,77.39609137582205
1020,Water Supply,Completed,23.2498401775185,77.39658663612563
1021,Water Supply,Pending,23.245518135673173,77.39794829507969
1022,Pothole,Completed,23.247027443478828,77.39898174461702
1023,Streetlight,Pending,23.248684470451792,77.40342116217998
1024,Streetlight,Completed,23.253480627416785,77.39914780043478
1025,Drainage,Pending,23.25285488166887,77.4009209290617
1026,Drainage,Completed,23.252175363511892,77.40151605145871
1027,Waste,Pending,23.24990875427909,77.39849456397393
1028,Pothole,Pending,23.24831955759446,77.4004252297229
